queryID,songID,repertoire,role,split,lengthSec,startSample,rep,noiseType,noiseFile,noiseStartSample,targetSnrDb,seed
13195,59,american,holdout,dev,5,824955,3,crowd,SPSQUARE_ch01_8k.wav,1642928,0,2592450506
13196,59,american,holdout,dev,5,824955,3,crowd,SPSQUARE_ch01_8k.wav,1642928,-5,3999579885
13197,59,american,holdout,dev,5,824955,3,crowd,SPSQUARE_ch01_8k.wav,1642928,-10,3652280362
13198,59,american,holdout,dev,5,824955,3,crowd,SPSQUARE_ch01_8k.wav,1642928,-15,290655627
13199,59,american,holdout,dev,5,824955,3,crowd,SPSQUARE_ch01_8k.wav,1642928,-20,4266577040
13200,59,american,holdout,dev,5,824955,3,crowd,SPSQUARE_ch01_8k.wav,1642928,-25,3001009285
13201,59,american,holdout,dev,10,302923,1,none,,0,Inf,92940193
13202,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,10,1001360044
13203,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,5,3252602764
13204,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,0,2517325583
13205,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,-5,3361824276
13206,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,-10,3204692011
13207,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,-15,217331303
13208,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,-20,3833307355
13209,59,american,holdout,dev,10,302923,1,cafe,PCAFETER_ch01_8k.wav,28806,-25,975094303
13210,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,10,2376802432
13211,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,5,2767196561
13212,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,0,724252651
13213,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,-5,4192881319
13214,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,-10,2096613866
13215,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,-15,247573493
13216,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,-20,4025509829
13217,59,american,holdout,dev,10,302923,1,traffic,STRAFFIC_ch01_8k.wav,397382,-25,2518001213
13218,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,10,3003011918
13219,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,5,2255612842
13220,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,0,3585172215
13221,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,-5,142307137
13222,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,-10,1152676302
13223,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,-15,2017124331
13224,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,-20,329010027
13225,59,american,holdout,dev,10,302923,1,crowd,SPSQUARE_ch01_8k.wav,1944596,-25,3031846058
13226,59,american,holdout,dev,10,716530,2,none,,0,Inf,3581183712
13227,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,10,1696686181
13228,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,5,2423297759
13229,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,0,977906612
13230,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,-5,2672318542
13231,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,-10,52129987
13232,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,-15,2098709557
13233,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,-20,2766841476
13234,59,american,holdout,dev,10,716530,2,cafe,PCAFETER_ch01_8k.wav,632599,-25,3943603636
13235,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,10,1637824863
13236,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,5,3286466896
13237,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,0,2567046246
13238,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,-5,3981486707
13239,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,-10,1711019088
13240,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,-15,1370504049
13241,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,-20,3810245870
13242,59,american,holdout,dev,10,716530,2,traffic,STRAFFIC_ch01_8k.wav,7840,-25,211503094
13243,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,10,585770803
13244,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,5,353924352
13245,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,0,3621129689
13246,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,-5,45558537
13247,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,-10,3700789302
13248,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,-15,1938180422
13249,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,-20,17288442
13250,59,american,holdout,dev,10,716530,2,crowd,SPSQUARE_ch01_8k.wav,1670031,-25,1725052900
13251,59,american,holdout,dev,10,346753,3,none,,0,Inf,174030037
13252,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,10,2818051756
13253,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,5,3616529036
13254,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,0,3093769213
13255,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,-5,3564642118
13256,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,-10,861181846
13257,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,-15,3817744629
13258,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,-20,1383810333
13259,59,american,holdout,dev,10,346753,3,cafe,PCAFETER_ch01_8k.wav,1448630,-25,57573239
13260,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,10,3622339538
13261,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,5,4045091547
13262,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,0,2815601018
13263,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,-5,994012759
13264,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,-10,1081234241
13265,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,-15,2004001132
13266,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,-20,3856155123
13267,59,american,holdout,dev,10,346753,3,traffic,STRAFFIC_ch01_8k.wav,1576135,-25,642517041
13268,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,10,3547529897
13269,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,5,1251136037
13270,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,0,3472851153
13271,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,-5,3952534696
13272,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,-10,1836072199
13273,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,-15,1567880621
13274,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,-20,3445514328
13275,59,american,holdout,dev,10,346753,3,crowd,SPSQUARE_ch01_8k.wav,1131081,-25,2274111663
13276,60,american,holdout,dev,3,1194441,1,none,,0,Inf,840847701
13277,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,10,4004121318
13278,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,5,1076195502
13279,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,0,3151994778
13280,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,-5,1222585606
13281,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,-10,1364877937
13282,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,-15,1331447819
13283,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,-20,3212172771
13284,60,american,holdout,dev,3,1194441,1,cafe,PCAFETER_ch01_8k.wav,1479863,-25,2391502721
13285,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,10,3792251921
13286,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,5,1320155777
13287,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,0,2972085250
13288,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,-5,3233889610
13289,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,-10,650610722
13290,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,-15,1720518189
13291,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,-20,2073685348
13292,60,american,holdout,dev,3,1194441,1,traffic,STRAFFIC_ch01_8k.wav,363269,-25,1527665707
13293,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,10,1383463065
13294,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,5,2948150995
13295,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,0,927139118
13296,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,-5,3046810050
13297,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,-10,4015984242
13298,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,-15,2427504869
13299,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,-20,2626090050
13300,60,american,holdout,dev,3,1194441,1,crowd,SPSQUARE_ch01_8k.wav,2007250,-25,296063702
13301,60,american,holdout,dev,3,1498118,2,none,,0,Inf,2557664193
13302,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,10,3112603547
13303,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,5,1912633196
13304,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,0,259269324
13305,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,-5,3425663120
13306,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,-10,150318879
13307,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,-15,3009302460
13308,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,-20,98447408
13309,60,american,holdout,dev,3,1498118,2,cafe,PCAFETER_ch01_8k.wav,678234,-25,3703572789
13310,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,10,677041619
13311,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,5,2208779254
13312,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,0,2564742746
13313,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,-5,1965142561
13314,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,-10,1463568042
13315,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,-15,2009247102
13316,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,-20,1337520478
13317,60,american,holdout,dev,3,1498118,2,traffic,STRAFFIC_ch01_8k.wav,1461382,-25,1881721152
13318,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,10,1541519558
13319,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,5,2431831199
13320,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,0,1021876496
13321,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,-5,4246247569
13322,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,-10,2151220069
13323,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,-15,833919773
13324,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,-20,2048986087
13325,60,american,holdout,dev,3,1498118,2,crowd,SPSQUARE_ch01_8k.wav,2326403,-25,3721224645
13326,60,american,holdout,dev,3,62240,3,none,,0,Inf,3511034571
13327,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,10,1584347389
13328,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,5,1261870105
13329,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,0,3556770615
13330,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,-5,2742444190
13331,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,-10,3857993386
13332,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,-15,2705329907
13333,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,-20,3181787612
13334,60,american,holdout,dev,3,62240,3,cafe,PCAFETER_ch01_8k.wav,1614644,-25,3592507768
13335,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,10,235104946
13336,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,5,3333104897
13337,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,0,2635849268
13338,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,-5,298533713
13339,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,-10,2184325541
13340,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,-15,354154749
13341,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,-20,3160869162
13342,60,american,holdout,dev,3,62240,3,traffic,STRAFFIC_ch01_8k.wav,1301990,-25,2347206988
13343,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,10,4095567156
13344,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,5,786560432
13345,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,0,2602893858
13346,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,-5,908738348
13347,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,-10,2637389026
13348,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,-15,3103756837
13349,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,-20,3102273471
13350,60,american,holdout,dev,3,62240,3,crowd,SPSQUARE_ch01_8k.wav,402876,-25,3500716133
13351,60,american,holdout,dev,5,1472250,1,none,,0,Inf,2141411798
13352,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,10,818946956
13353,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,5,2373869527
13354,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,0,1749922804
13355,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,-5,1675201646
13356,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,-10,3477865733
13357,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,-15,1750621513
13358,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,-20,113621236
13359,60,american,holdout,dev,5,1472250,1,cafe,PCAFETER_ch01_8k.wav,182364,-25,249380142
13360,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,10,3677540155
13361,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,5,4125749062
13362,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,0,2956695585
13363,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,-5,1564949907
13364,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,-10,4031257659
13365,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,-15,2846717579
13366,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,-20,3626384980
13367,60,american,holdout,dev,5,1472250,1,traffic,STRAFFIC_ch01_8k.wav,810122,-25,3289310598
13368,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,10,1628390962
13369,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,5,2056010297
13370,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,0,799431516
13371,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,-5,1254191011
13372,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,-10,3342024266
13373,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,-15,3839607955
13374,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,-20,3111533824
13375,60,american,holdout,dev,5,1472250,1,crowd,SPSQUARE_ch01_8k.wav,1621632,-25,1997905814
13376,60,american,holdout,dev,5,153997,2,none,,0,Inf,2616153151
13377,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,10,27872283
13378,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,5,4250827445
13379,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,0,1563105602
13380,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,-5,3642538844
13381,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,-10,2297664505
13382,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,-15,560233192
13383,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,-20,3425517963
13384,60,american,holdout,dev,5,153997,2,cafe,PCAFETER_ch01_8k.wav,134400,-25,3048684072
13385,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,10,2265320735
13386,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,5,2209988699
13387,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,0,375722046
13388,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,-5,2816849784
13389,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,-10,3913768141
13390,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,-15,400483879
13391,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,-20,1131773063
13392,60,american,holdout,dev,5,153997,2,traffic,STRAFFIC_ch01_8k.wav,883421,-25,3875383236
13393,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,10,1221247793
13394,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,5,2808666685
13395,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,0,2297026527
13396,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,-5,2561207561
13397,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,-10,1785799734
13398,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,-15,1288453555
13399,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,-20,208449584
13400,60,american,holdout,dev,5,153997,2,crowd,SPSQUARE_ch01_8k.wav,1094635,-25,3196662292
13401,60,american,holdout,dev,5,1293436,3,none,,0,Inf,95970760
13402,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,10,3473406180
13403,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,5,2109423948
13404,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,0,1317859736
13405,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,-5,437794206
13406,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,-10,269387182
13407,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,-15,1498371161
13408,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,-20,3456319374
13409,60,american,holdout,dev,5,1293436,3,cafe,PCAFETER_ch01_8k.wav,1582935,-25,3945888456
13410,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,10,3851517782
13411,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,5,3951373496
13412,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,0,3898650661
13413,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,-5,2264413065
13414,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,-10,942382992
13415,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,-15,3427583973
13416,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,-20,917890238
13417,60,american,holdout,dev,5,1293436,3,traffic,STRAFFIC_ch01_8k.wav,1518997,-25,1147646515
13418,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,10,1001819684
13419,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,5,2211832581
13420,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,0,1382238622
13421,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,-5,662095192
13422,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,-10,1946364983
13423,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,-15,3753403009
13424,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,-20,2450505852
13425,60,american,holdout,dev,5,1293436,3,crowd,SPSQUARE_ch01_8k.wav,575181,-25,3772422701
13426,60,american,holdout,dev,10,315385,1,none,,0,Inf,2835419905
13427,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,10,3412896079
13428,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,5,3226840263
13429,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,0,4046980924
13430,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,-5,1710498252
13431,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,-10,886424308
13432,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,-15,2366151771
13433,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,-20,475638080
13434,60,american,holdout,dev,10,315385,1,cafe,PCAFETER_ch01_8k.wav,387385,-25,1240606128
13435,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,10,892872399
13436,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,5,1703228194
13437,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,0,477671553
13438,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,-5,136759252
13439,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,-10,2820908769
13440,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,-15,2620999403
13441,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,-20,3042378463
13442,60,american,holdout,dev,10,315385,1,traffic,STRAFFIC_ch01_8k.wav,1335358,-25,2836338163
13443,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,10,490891918
13444,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,5,1250174276
13445,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,0,556312554
13446,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,-5,3620538897
13447,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,-10,3207926772
13448,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,-15,865551887
13449,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,-20,1465912026
13450,60,american,holdout,dev,10,315385,1,crowd,SPSQUARE_ch01_8k.wav,1074939,-25,4151579778
13451,60,american,holdout,dev,10,1033936,2,none,,0,Inf,3366897571
13452,60,american,holdout,dev,10,1033936,2,cafe,PCAFETER_ch01_8k.wav,1858708,10,2945799764
13453,60,american,holdout,dev,10,1033936,2,cafe,PCAFETER_ch01_8k.wav,1858708,5,2924777934
13454,60,american,holdout,dev,10,1033936,2,cafe,PCAFETER_ch01_8k.wav,1858708,0,2373547455
13455,60,american,holdout,dev,10,1033936,2,cafe,PCAFETER_ch01_8k.wav,1858708,-5,2420550550
